0,49.13859192307786
25,47.87698001751424
50,47.58841377763058
75,47.12370695480232
100,46.233405882792916
125,44.35566576989238
150,41.497884815594965
175,39.697509914172585
200,39.386628497476416
225,39.55069376703934
250,39.43236485835968
275,38.71061144335749
300,37.96955688166543
325,37.35226146841007
350,36.80008381701292
375,36.29547326716864
400,35.84154287155447
425,35.44316521385112
450,35.10048471575202
475,34.80915777108693
500,34.562495968472874
525,34.35330248780739
550,34.17491104167586
575,34.02160056692594
600,33.88865635068475
625,33.77227126386201
650,33.66939514906796
675,33.57758419282387
700,33.494871193792164
725,33.419661917503504
750,33.35065533553777
775,33.28678282977072
800,33.22716132269543
825,33.171056346634614
850,33.11785232947886
875,33.067028368027415
900,33.01813837282631
925,32.970794786421436
950,32.92465522873449
975,32.87941150468564
1000,32.83478046955919
1025,32.79049630344793
1050,32.74630379794955
1075,32.701952301888674
1100,32.6571900044612
1125,32.61175825266538
1150,32.56538560792804
1175,32.517781353676604
1200,32.468628192532115
1225,32.41757396301459
1250,32.364222447745796
1275,32.30812389811528
1300,32.24876703681282
1325,32.18557641665412
1350,32.11792248067794
1375,32.04515612270861
1400,31.966681945023996
1425,31.882075808856445
1450,31.791218387496848
1475,31.694356772587224
1500,31.591972884914313
1525,31.484414503062727
1550,31.371389566241792
1575,31.2514125533427
1600,31.120997013488765
1625,30.972878596093196
1650,30.791923553879183
1675,30.54964828492378
1700,30.223662810254073
1725,29.86224219605767
1750,29.510050344422623
1775,29.15415279870653
1800,28.787594644062555
1825,28.41289571101583
1850,28.03291195834354
1875,27.647301026044765
1900,27.251607424716376
1925,26.836936048944136
1950,26.389318537814912
1975,25.889303139475857
2000,25.313949149215777
2025,24.642665365024126
2050,23.870264133808256
2075,23.09049581991141
2100,22.487464459360567
2125,22.054233709938334
2150,21.70337068518575
2175,21.376713554765836
2200,21.03764114777619
2225,20.680842622904287
2250,20.34077527898977
2275,20.04320766328361
2300,19.785470667194836
2325,19.55610224663373
2350,19.34583769096915
2375,19.14881363290665
2400,18.961438678035496
2425,18.781328200965895
2450,18.606569409422384
2475,18.435147573566567
2500,18.264230322430446
2525,18.088504599601603
2550,17.894303257083944
2575,17.635243909865075
2600,17.18452845490243
2625,16.57420398195843
2650,15.913009937850063
2675,14.997560645378531
2700,14.160893930725612
2725,13.521438211364298
2750,12.939903891321926
2775,12.32311368898153
2800,11.61977958437987
2825,10.88858387893989
2850,10.217624046821738
2875,9.585812185280597
2900,8.91674806812501
2925,8.227229799813026
2950,7.698658789880157
2975,7.2992779551913545
3000,6.940698649863792
3025,6.560331593782889
3050,6.071485959837582
3075,5.40015489729891
3100,4.587980626527846
3125,3.675198412209992
3150,2.9079328156752378
3175,2.325498492875416
3200,1.8756334760707363
3225,1.5256737197127388
3250,1.2538267678169224
3275,1.043363159402864
3300,0.8804581027486696
3325,0.7536982751844876
3350,0.654049825014423
3375,0.5746696109925168
3400,0.5105190194267027
3425,0.4579317431655637
3450,0.41423957529907374
3475,0.37748619535303213
3500,0.34622095840422995
3525,0.31935413086398684
3550,0.2960560290181028
3565,0.0019966027651324315
